CustomerID,Gender,AgeGroup,CategoryVisited,NumPagesViewed,DeviceUsed,ReferralSource,CartValue,PreferredPaymentMethod,DiscountApplied,DiscountAmount,PurchaseMade,Segment,YearsOfMembership,LoyaltyPoints,LoyaltyTier,State
TD-30889,Male,18-24,Technology,5,Tablet,Social Media,348.0423,Credit Card,Yes,0.8,Yes,Corporate,6,3118,Gold,California
TD-32338,Male,35-44,Home Supplies,4,Laptop,Social Media,2526.3429,Credit Card,No,0,No,Consumer,3,1850,Bronze,Ohio
TD-35336,Male,18-24,Furniture,17,Laptop,Direct,1342.744,Debit Card,No,0,No,Corporate,10,4484,Gold,Florida
TD-36789,Male,45-54,Home Supplies,11,Mobile,Social Media,333.1812,Credit Card,Yes,0.2,Yes,Home Office,3,1854,Bronze,California
TD-38255,Male,55-64,Technology,2,Laptop,Direct,1103.5096,PayPal,Yes,0.3,No,Home Office,5,2979,Platinum,Alabama
TD-38872,Male,45-54,Technology,1,Desktop,Direct,1663.4452,Bank Transfer,No,0,No,Home Office,1,2363,Bronze,Florida
TD-39571,Male,45-54,Home Supplies,18,Laptop,Social Media,852.7338,Debit Card,No,0,No,Home Office,9,2059,Platinum,Ohio
TD-39738,Male,25-34,Technology,5,Tablet,Social Media,430.6283,Debit Card,No,0,No,Corporate,9,3371,Silver,Texas
TD-47031,Female,45-54,Home Supplies,18,Laptop,Social Media,1205.496,Debit Card,Yes,0.1,No,Corporate,6,3768,Gold,Alabama
TD-47479,Female,35-44,Furniture,11,Desktop,Social Media,1186.177,Bank Transfer,Yes,0.3,Yes,Consumer,9,721,Platinum,Texas
TD-47827,Female,55-64,Home Supplies,6,Mobile,Search Engine,279.4536,Debit Card,No,0,No,Home Office,1,1226,Platinum,Ohio
TD-48727,Male,55-64,Home Supplies,5,Laptop,Social Media,1394.0611,Debit Card,No,0,No,Consumer,2,724,Platinum,New York
TD-61334,Female,45-54,Home Supplies,15,Desktop,Email,951.334,Credit Card,Yes,0.3,Yes,Corporate,5,4449,Platinum,Florida
TD-70630,Male,25-34,Technology,14,Mobile,Social Media,471.5753,PayPal,Yes,0.1,No,Consumer,4,1940,Gold,Alabama
TD-77760,Female,35-44,Furniture,17,Laptop,Email,1864.509,PayPal,Yes,0.8,Yes,Consumer,6,599,Gold,Florida
TD-77892,Male,65+,Furniture,10,Laptop,Email,1512.5221,Credit Card,Yes,0.5,No,Corporate,3,4764,Platinum,Texas
TD-79531,Male,55-64,Home Supplies,15,Laptop,Email,2709.8746,Debit Card,No,0,Yes,Home Office,1,1665,Gold,Florida
TD-80947,Female,25-34,Technology,17,Tablet,Email,624.92,PayPal,Yes,0.7,Yes,Consumer,6,1961,Platinum,Alabama
TD-83986,Female,65+,Technology,19,Laptop,Social Media,1288.832,Credit Card,No,0,No,Home Office,9,2449,Silver,Florida
TD-96124,Male,18-24,Technology,17,Laptop,Social Media,1539.8314,Debit Card,Yes,0.3,Yes,Home Office,4,2408,Gold,Florida
TE-09358,Male,55-64,Furniture,9,Mobile,Email,553.36,Credit Card,No,0,No,Home Office,1,1947,Bronze,California
TE-15151,Female,65+,Technology,3,Desktop,Email,1201.6824,Bank Transfer,No,0,No,Corporate,5,4259,Gold,Alabama
TE-19847,Female,55-64,Home Supplies,5,Tablet,Direct,209.3688,Credit Card,Yes,0.5,Yes,Home Office,1,1742,Bronze,Alabama
TE-22873,Female,35-44,Technology,15,Desktop,Social Media,986.8338,PayPal,Yes,0.1,Yes,Consumer,1,195,Gold,New York
TE-25143,Male,45-54,Technology,5,Laptop,Email,705.2992,Credit Card,Yes,0.5,No,Corporate,6,4009,Bronze,Ohio
TE-28933,Male,18-24,Home Supplies,8,Desktop,Direct,672.3168,PayPal,No,0,No,Home Office,7,2614,Bronze,Ohio
TE-36778,Female,25-34,Technology,4,Tablet,Social Media,252.5064,Credit Card,Yes,0.1,No,Consumer,5,895,Bronze,New York
TE-37088,Female,35-44,Technology,16,Laptop,Search Engine,1360.272,PayPal,No,0,No,Home Office,10,1021,Bronze,Ohio
TE-38105,Male,65+,Home Supplies,17,Desktop,Social Media,1354.744,Credit Card,Yes,0.1,No,Corporate,9,3661,Platinum,Alabama
TE-50946,Male,35-44,Furniture,4,Desktop,Social Media,1036.5734,Debit Card,No,0,No,Home Office,3,1857,Platinum,Texas
TE-59946,Male,55-64,Technology,19,Mobile,Social Media,426.904,Bank Transfer,Yes,0.7,Yes,Corporate,7,3640,Silver,Alabama
TE-60407,Female,45-54,Furniture,5,Desktop,Direct,1025.7305,Credit Card,Yes,0.1,No,Corporate,2,3446,Silver,Texas
TE-64924,Female,45-54,Furniture,12,Desktop,Email,1345.8006,PayPal,Yes,0.1,No,Corporate,1,3272,Silver,Alabama
TE-67471,Female,35-44,Furniture,5,Tablet,Search Engine,125.1112,Bank Transfer,Yes,0.3,Yes,Home Office,4,2226,Bronze,New York
TE-71041,Male,25-34,Technology,9,Mobile,Social Media,355.176,PayPal,No,0,No,Home Office,4,2373,Silver,Florida
TE-75117,Male,45-54,Technology,5,Desktop,Direct,1447.069,PayPal,Yes,0.3,No,Home Office,9,2120,Bronze,Florida
TE-75276,Male,55-64,Technology,7,Laptop,Search Engine,1436.023,Bank Transfer,Yes,0.1,Yes,Consumer,2,103,Silver,Ohio
TE-75613,Female,65+,Technology,12,Desktop,Email,960.9252,PayPal,Yes,0.2,Yes,Corporate,9,4095,Platinum,Florida
TE-78881,Female,35-44,Furniture,13,Desktop,Social Media,1655.7996,PayPal,No,0,No,Consumer,6,603,Gold,Ohio
TE-83859,Male,18-24,Technology,13,Laptop,Email,1441.2697,Debit Card,Yes,0.7,Yes,Home Office,2,2358,Platinum,Texas
TE-84227,Male,25-34,Technology,18,Laptop,Email,1849.116,Credit Card,No,0,No,Home Office,8,2802,Platinum,Texas
TE-96908,Male,45-54,Home Supplies,12,Laptop,Direct,1211.286,Bank Transfer,Yes,0.2,Yes,Consumer,7,957,Silver,Florida
TE-97783,Male,55-64,Furniture,1,Tablet,Social Media,616.33,Debit Card,Yes,0.1,No,Corporate,1,3904,Platinum,Alabama
TE-99350,Male,18-24,Furniture,4,Mobile,Social Media,491.8215,Credit Card,Yes,0.3,No,Consumer,6,390,Gold,Ohio
TF-11504,Male,18-24,Home Supplies,12,Laptop,Social Media,675.0272,Debit Card,Yes,0.1,Yes,Home Office,6,1207,Platinum,New York
TF-12282,Female,45-54,Home Supplies,6,Desktop,Social Media,1355.89,Credit Card,Yes,0.3,Yes,Consumer,8,733,Platinum,Texas
TF-16248,Female,65+,Home Supplies,4,Tablet,Social Media,599.54,Bank Transfer,Yes,0.3,No,Consumer,10,1530,Gold,Ohio
TF-23070,Female,35-44,Home Supplies,19,Desktop,Social Media,1611.4672,PayPal,No,0,No,Home Office,6,1214,Silver,New York
TF-33855,Male,45-54,Furniture,5,Tablet,Search Engine,407.448,Credit Card,No,0,No,Consumer,8,640,Bronze,Ohio
TF-35226,Male,18-24,Home Supplies,6,Tablet,Direct,472.905,Credit Card,No,0,No,Home Office,7,2723,Bronze,Alabama
TF-38219,Male,45-54,Home Supplies,17,Laptop,Email,1056.376,Debit Card,Yes,0.3,No,Home Office,6,1078,Silver,Alabama
TF-38875,Female,45-54,Home Supplies,1,Tablet,Search Engine,252.0984,PayPal,No,0,No,Home Office,2,2308,Bronze,Florida
TF-42214,Female,18-24,Home Supplies,6,Laptop,Social Media,703.45,PayPal,Yes,0.8,No,Consumer,9,410,Bronze,Texas
TF-45935,Male,18-24,Home Supplies,18,Mobile,Search Engine,471.368,PayPal,Yes,0.1,No,Consumer,2,1311,Gold,Florida
TF-46069,Female,55-64,Home Supplies,1,Mobile,Search Engine,164.0538,Credit Card,Yes,0.1,No,Consumer,2,739,Platinum,Texas
TF-47054,Male,45-54,Furniture,4,Laptop,Direct,714.0352,PayPal,No,0,No,Home Office,6,2465,Bronze,Florida
TF-47075,Male,18-24,Home Supplies,4,Laptop,Social Media,722.1292,PayPal,Yes,0.5,No,Consumer,5,231,Silver,Florida
TF-47491,Female,25-34,Technology,1,Laptop,Search Engine,860.131,Credit Card,Yes,0.7,No,Consumer,6,1189,Platinum,New York
TF-49642,Male,55-64,Furniture,13,Tablet,Social Media,440.3158,Debit Card,Yes,0.7,Yes,Consumer,3,477,Gold,Texas
TF-51788,Female,65+,Home Supplies,9,Desktop,Direct,995.9679,Bank Transfer,No,0,No,Consumer,3,1879,Silver,Texas
TF-57469,Female,25-34,Home Supplies,13,Laptop,Social Media,2104.4896,Credit Card,Yes,0.2,Yes,Home Office,2,1062,Platinum,Texas
TF-59757,Female,65+,Home Supplies,3,Tablet,Email,330.7005,Bank Transfer,No,0,No,Home Office,10,2379,Bronze,Florida
TF-62035,Male,65+,Technology,15,Laptop,Direct,1448.388,Bank Transfer,Yes,0.2,Yes,Home Office,9,1508,Silver,Ohio
TF-62258,Female,35-44,Furniture,9,Laptop,Email,1208.67,PayPal,No,0,No,Consumer,10,1598,Gold,Florida
TF-66136,Male,65+,Home Supplies,18,Mobile,Search Engine,768.8184,Credit Card,No,0,No,Corporate,7,4777,Gold,Texas
TF-66270,Female,65+,Technology,15,Laptop,Social Media,1434.4236,Bank Transfer,Yes,0.2,Yes,Home Office,1,1689,Gold,Florida
TF-66694,Male,65+,Technology,1,Laptop,Direct,1411.9876,Debit Card,Yes,0.7,No,Home Office,8,2661,Silver,Florida
TF-66877,Female,65+,Technology,11,Laptop,Search Engine,964.416,PayPal,Yes,0.7,Yes,Consumer,8,404,Silver,California
TF-71124,Female,35-44,Home Supplies,4,Tablet,Email,177.4536,Bank Transfer,Yes,0.5,No,Corporate,8,3300,Gold,Florida
TF-74213,Female,55-64,Furniture,18,Desktop,Direct,1106.1912,Credit Card,Yes,0.1,No,Consumer,10,850,Platinum,Alabama
TF-77031,Male,25-34,Furniture,16,Laptop,Email,1690.89,Credit Card,Yes,0.8,Yes,Corporate,2,3263,Bronze,Texas
TF-79070,Male,55-64,Technology,2,Laptop,Direct,619.7557,PayPal,Yes,0.8,Yes,Home Office,1,2992,Gold,Texas
TF-80750,Female,45-54,Home Supplies,19,Laptop,Search Engine,1131.4096,Credit Card,Yes,0.8,Yes,Home Office,7,2934,Bronze,Florida
TF-85696,Male,25-34,Furniture,11,Desktop,Email,941.5064,Credit Card,Yes,0.5,Yes,Corporate,10,3685,Gold,California
TF-86541,Female,18-24,Home Supplies,15,Laptop,Search Engine,1343.72,Debit Card,No,0,No,Consumer,1,1695,Silver,Ohio
TF-86543,Male,65+,Furniture,18,Laptop,Email,1545.708,Bank Transfer,Yes,0.5,Yes,Consumer,10,566,Silver,Alabama
TF-90821,Male,35-44,Technology,6,Laptop,Search Engine,1455.8184,Credit Card,No,0,No,Consumer,4,1859,Platinum,Alabama
TF-96489,Male,45-54,Home Supplies,1,Tablet,Direct,492.216,Debit Card,No,0,No,Corporate,9,3791,Bronze,Ohio
TF-97028,Male,35-44,Home Supplies,6,Desktop,Search Engine,1055.3722,PayPal,No,0,No,Corporate,9,4475,Platinum,California
TF-97732,Male,65+,Technology,11,Tablet,Email,270.6484,Bank Transfer,No,0,No,Home Office,10,2595,Gold,Texas
TG-00646,Male,65+,Furniture,19,Mobile,Direct,853.8693,Debit Card,Yes,0.7,Yes,Consumer,10,1276,Silver,Alabama
TG-03930,Female,35-44,Home Supplies,3,Tablet,Direct,631.13,PayPal,Yes,0.3,No,Corporate,9,3387,Bronze,New York
TG-08026,Female,55-64,Furniture,8,Laptop,Direct,1004.0944,Credit Card,Yes,0.7,No,Consumer,5,104,Platinum,Ohio
TG-09798,Female,18-24,Furniture,12,Desktop,Direct,1781.1199,Debit Card,Yes,0.1,Yes,Consumer,7,1748,Gold,Florida
TG-10283,Female,25-34,Technology,12,Laptop,Social Media,866.967,PayPal,No,0,Yes,Corporate,8,4764,Platinum,Ohio
TG-10720,Female,55-64,Technology,7,Desktop,Direct,816.1312,Credit Card,No,0,No,Consumer,2,558,Silver,California
TG-13953,Female,65+,Home Supplies,10,Mobile,Email,461.5444,Bank Transfer,Yes,0.3,No,Home Office,2,2520,Gold,California
TG-15127,Female,18-24,Technology,11,Mobile,Direct,833.3116,Credit Card,Yes,0.7,Yes,Consumer,10,1577,Platinum,California
TG-16384,Female,25-34,Home Supplies,14,Desktop,Social Media,1217.031,Credit Card,Yes,0.7,Yes,Consumer,6,837,Platinum,Texas
TG-17335,Female,18-24,Home Supplies,14,Laptop,Email,1768.252,Credit Card,Yes,0.2,Yes,Consumer,5,1281,Platinum,Alabama
TG-18894,Male,35-44,Furniture,8,Mobile,Search Engine,504.721,Credit Card,Yes,0.7,Yes,Home Office,2,2733,Silver,Texas
TG-24599,Male,65+,Furniture,15,Tablet,Email,437.971,Bank Transfer,Yes,0.5,Yes,Consumer,2,267,Bronze,Ohio
TG-26741,Male,25-34,Furniture,4,Tablet,Search Engine,218.1292,Credit Card,No,0,No,Corporate,10,3677,Gold,Florida
TG-29725,Female,45-54,Home Supplies,17,Desktop,Search Engine,1204.8149,Bank Transfer,Yes,0.2,Yes,Corporate,9,4772,Silver,Alabama
TG-31954,Female,35-44,Furniture,15,Tablet,Social Media,475.1856,Credit Card,Yes,0.1,Yes,Home Office,1,2446,Platinum,Alabama
TG-32725,Female,25-34,Home Supplies,8,Laptop,Search Engine,1507.39,Credit Card,No,0,No,Consumer,7,1758,Bronze,Alabama
TG-35973,Male,25-34,Furniture,7,Tablet,Email,287.1445,Debit Card,No,0,Yes,Consumer,8,1841,Bronze,Alabama
TG-41220,Male,18-24,Technology,2,Desktop,Email,891.0771,Credit Card,No,0,No,Corporate,5,3436,Platinum,Florida
TG-42224,Female,65+,Furniture,16,Laptop,Social Media,1677.0316,Bank Transfer,Yes,0.2,Yes,Home Office,9,1134,Bronze,Texas
TG-46474,Female,35-44,Technology,4,Tablet,Direct,302.9594,PayPal,No,0,No,Home Office,1,1874,Silver,Ohio
TG-48887,Female,45-54,Technology,16,Desktop,Email,1109.6185,Debit Card,Yes,0.7,Yes,Home Office,2,1359,Gold,Texas
TG-49120,Female,55-64,Furniture,12,Laptop,Search Engine,873.3013,PayPal,Yes,0.2,Yes,Home Office,5,1675,Bronze,Florida
TG-49954,Female,45-54,Home Supplies,15,Desktop,Direct,1705.086,Debit Card,Yes,0.5,No,Home Office,2,2262,Gold,Florida
TG-50116,Female,35-44,Home Supplies,1,Desktop,Social Media,898.184,Credit Card,Yes,0.8,Yes,Consumer,1,1880,Platinum,Texas
TG-54096,Male,65+,Furniture,18,Mobile,Direct,998.9325,PayPal,No,0,No,Home Office,1,1799,Gold,Ohio
TG-54112,Female,55-64,Furniture,9,Desktop,Email,1447.8672,Bank Transfer,No,0,No,Consumer,9,793,Gold,California
TG-54547,Male,45-54,Home Supplies,19,Laptop,Search Engine,1709.722,Bank Transfer,Yes,0.1,No,Home Office,10,2957,Bronze,Ohio
TG-58997,Female,25-34,Furniture,19,Tablet,Social Media,508.3792,Credit Card,No,0,No,Consumer,3,1863,Platinum,Alabama
TG-60271,Female,65+,Furniture,4,Desktop,Social Media,896.56,PayPal,Yes,0.1,No,Corporate,1,3701,Gold,Florida
TG-61053,Female,45-54,Furniture,3,Mobile,Direct,544.2165,Bank Transfer,Yes,0.5,No,Corporate,10,4655,Silver,Alabama
TG-64221,Male,18-24,Furniture,3,Laptop,Social Media,903.9192,Credit Card,Yes,0.8,Yes,Home Office,9,1240,Platinum,New York
TG-64258,Female,45-54,Furniture,19,Tablet,Email,545.0384,Credit Card,Yes,0.7,Yes,Home Office,1,2325,Gold,Texas
TG-74576,Female,25-34,Home Supplies,1,Mobile,Email,540.982,PayPal,No,0,No,Home Office,3,1444,Silver,California
TG-75312,Male,18-24,Furniture,7,Laptop,Search Engine,853.568,Credit Card,Yes,0.1,No,Consumer,9,225,Gold,Alabama
TG-79313,Male,55-64,Furniture,10,Laptop,Direct,992.606,Bank Transfer,No,0,No,Consumer,6,1427,Gold,California
TG-88358,Female,45-54,Technology,19,Desktop,Email,1436.129,Credit Card,Yes,0.1,Yes,Corporate,6,3558,Silver,New York
TG-88555,Male,18-24,Technology,14,Mobile,Direct,396.2112,PayPal,Yes,0.5,Yes,Corporate,6,4668,Platinum,New York
TG-88849,Female,25-34,Home Supplies,3,Desktop,Direct,682.736,Credit Card,No,0,No,Corporate,8,3161,Platinum,Alabama
TG-91592,Female,18-24,Furniture,17,Desktop,Social Media,1346.8555,PayPal,Yes,0.1,Yes,Corporate,9,4364,Platinum,Texas
TG-96440,Male,55-64,Home Supplies,11,Tablet,Direct,934.516,PayPal,Yes,0.3,Yes,Corporate,7,3326,Platinum,New York
TH-02724,Male,45-54,Technology,14,Mobile,Direct,476.8864,Credit Card,Yes,0.7,Yes,Corporate,8,3184,Bronze,Alabama
TH-03309,Female,35-44,Home Supplies,6,Laptop,Direct,974.752,Credit Card,Yes,0.3,Yes,Consumer,10,1571,Bronze,Texas
TH-11175,Female,25-34,Home Supplies,19,Mobile,Search Engine,762.8476,Credit Card,Yes,0.5,Yes,Consumer,5,1637,Platinum,Texas
TH-24062,Male,35-44,Furniture,19,Laptop,Email,1831.768,Debit Card,Yes,0.5,Yes,Consumer,6,110,Bronze,Texas
TH-26136,Male,18-24,Home Supplies,3,Laptop,Search Engine,921.6216,Debit Card,Yes,0.7,No,Consumer,2,797,Platinum,Florida
TH-27162,Male,25-34,Technology,13,Mobile,Search Engine,690.3208,PayPal,Yes,0.2,Yes,Corporate,4,3758,Platinum,California
TH-31015,Female,35-44,Furniture,13,Laptop,Search Engine,908.494,PayPal,Yes,0.1,Yes,Home Office,10,1346,Gold,Ohio
TH-31082,Female,18-24,Technology,7,Desktop,Email,677.3431,Credit Card,Yes,0.7,No,Home Office,4,2681,Gold,Alabama
TH-32588,Female,25-34,Home Supplies,1,Laptop,Social Media,649.8181,PayPal,No,0,No,Home Office,2,2274,Bronze,New York
TH-35510,Male,55-64,Furniture,3,Laptop,Direct,1143.2052,Credit Card,Yes,0.1,No,Home Office,8,1213,Bronze,California
TH-42289,Female,45-54,Home Supplies,1,Desktop,Email,1044.406,Credit Card,Yes,0.7,Yes,Consumer,2,222,Silver,Ohio
TH-43734,Female,45-54,Furniture,10,Mobile,Direct,490.6728,Credit Card,Yes,0.2,Yes,Home Office,7,2103,Platinum,California
TH-43786,Male,65+,Home Supplies,4,Desktop,Social Media,1024.42,PayPal,No,0,No,Corporate,2,4768,Silver,Florida
TH-47246,Male,55-64,Technology,19,Laptop,Search Engine,1865.0872,Bank Transfer,Yes,0.3,Yes,Corporate,2,3349,Platinum,California
TH-54722,Male,65+,Furniture,16,Mobile,Email,715.4975,Bank Transfer,No,0,No,Consumer,1,800,Platinum,Ohio
TH-61873,Male,55-64,Technology,16,Mobile,Social Media,489.4472,PayPal,Yes,0.1,Yes,Consumer,5,1284,Gold,Alabama
TH-66004,Female,45-54,Home Supplies,4,Desktop,Email,1042.7576,PayPal,Yes,0.7,Yes,Corporate,2,3708,Gold,Florida
TH-68865,Female,55-64,Furniture,14,Tablet,Social Media,258.6296,PayPal,No,0,Yes,Corporate,4,4053,Gold,Florida
TH-71328,Female,55-64,Home Supplies,18,Mobile,Email,1151.796,Credit Card,Yes,0.1,No,Consumer,3,404,Bronze,Florida
TH-74334,Female,65+,Furniture,4,Laptop,Email,914.56,Debit Card,Yes,0.5,No,Consumer,6,1644,Silver,Florida
TH-77305,Male,18-24,Home Supplies,5,Tablet,Social Media,386.224,Debit Card,Yes,0.5,Yes,Home Office,5,1603,Gold,California
TH-89994,Female,18-24,Technology,1,Desktop,Email,810.76,PayPal,Yes,0.1,No,Consumer,9,1075,Gold,New York
TH-91422,Female,35-44,Furniture,1,Mobile,Search Engine,550.0368,Bank Transfer,No,0,No,Home Office,8,1351,Silver,Florida
TH-94649,Female,18-24,Home Supplies,4,Mobile,Direct,290.6716,PayPal,Yes,0.3,No,Corporate,1,4386,Platinum,Florida
TH-98651,Female,18-24,Home Supplies,2,Laptop,Email,917.7502,PayPal,No,0,No,Home Office,7,2517,Platinum,Alabama
TI-00621,Female,55-64,Furniture,13,Tablet,Email,435.4,PayPal,Yes,0.8,Yes,Home Office,7,2787,Platinum,Florida
TI-07513,Male,65+,Home Supplies,12,Laptop,Search Engine,1679.4924,Debit Card,Yes,0.8,Yes,Consumer,10,1377,Platinum,New York
TI-11002,Male,25-34,Furniture,13,Desktop,Social Media,1259.0224,Credit Card,Yes,0.5,Yes,Home Office,2,1538,Platinum,Alabama
TI-13797,Female,35-44,Home Supplies,2,Tablet,Direct,272.0216,Debit Card,Yes,0.1,No,Home Office,1,2942,Silver,Alabama
TI-20035,Female,25-34,Technology,17,Mobile,Search Engine,309.6899,PayPal,Yes,0.7,Yes,Home Office,3,2730,Silver,Florida
TI-20039,Male,55-64,Home Supplies,7,Laptop,Social Media,785.2971,PayPal,Yes,0.8,Yes,Corporate,1,3532,Silver,New York
TI-28508,Female,65+,Furniture,17,Desktop,Search Engine,1655.3485,PayPal,Yes,0.8,Yes,Corporate,10,3517,Platinum,New York
TI-31945,Male,45-54,Home Supplies,19,Laptop,Social Media,1484.428,PayPal,Yes,0.2,Yes,Home Office,8,1837,Silver,California
TI-37360,Female,18-24,Technology,12,Desktop,Social Media,965.808,PayPal,Yes,0.3,Yes,Corporate,1,3951,Bronze,California
TI-37912,Male,45-54,Home Supplies,19,Desktop,Social Media,1118.9208,Credit Card,Yes,0.3,Yes,Consumer,8,497,Gold,New York
TI-40559,Female,18-24,Home Supplies,18,Laptop,Social Media,1679.172,PayPal,Yes,0.3,No,Consumer,9,615,Silver,California
TI-53921,Male,35-44,Home Supplies,17,Laptop,Social Media,1012.716,Credit Card,Yes,0.2,Yes,Home Office,9,2189,Silver,New York
TI-59004,Female,55-64,Furniture,9,Desktop,Search Engine,1804.5108,Debit Card,Yes,0.3,No,Consumer,8,1575,Bronze,California
TI-63443,Female,25-34,Technology,12,Laptop,Social Media,1238.769,PayPal,Yes,0.7,Yes,Home Office,6,1949,Gold,Alabama
TI-65052,Male,55-64,Furniture,19,Mobile,Social Media,909.7768,Credit Card,Yes,0.2,Yes,Home Office,6,1512,Platinum,Ohio
TI-69122,Male,35-44,Furniture,3,Desktop,Direct,934.8216,PayPal,No,0,No,Corporate,2,3393,Bronze,New York
TI-78724,Male,65+,Home Supplies,13,Laptop,Social Media,1294.5244,Credit Card,Yes,0.1,Yes,Corporate,5,4599,Platinum,New York
TI-82559,Female,55-64,Technology,5,Laptop,Direct,1042.804,Credit Card,No,0,No,Consumer,3,510,Bronze,Alabama
TI-85342,Female,55-64,Technology,7,Tablet,Search Engine,127.984,Credit Card,Yes,0.7,Yes,Consumer,9,1075,Gold,Alabama
TI-87860,Male,55-64,Technology,5,Desktop,Direct,1002.34,Debit Card,Yes,0.7,No,Home Office,6,2833,Gold,California
TI-88754,Male,55-64,Technology,1,Mobile,Email,450.9088,Credit Card,No,0,No,Home Office,6,1218,Bronze,Texas
TI-91668,Male,18-24,Technology,16,Tablet,Search Engine,484.8496,Credit Card,Yes,0.3,No,Corporate,8,3359,Bronze,Texas
TI-91813,Female,18-24,Home Supplies,16,Laptop,Social Media,2093.8412,Debit Card,Yes,0.1,No,Corporate,1,3549,Bronze,California
TJ-01236,Male,35-44,Technology,4,Tablet,Email,515.7069,Credit Card,Yes,0.3,No,Consumer,7,948,Gold,Texas
TJ-04771,Male,35-44,Technology,13,Laptop,Direct,1480.4881,Credit Card,Yes,0.1,Yes,Consumer,6,1564,Platinum,New York
TJ-07645,Male,18-24,Furniture,15,Desktop,Email,1332.801,PayPal,Yes,0.3,No,Corporate,4,3786,Bronze,Ohio
TJ-10422,Female,25-34,Furniture,8,Tablet,Social Media,176.931,Debit Card,No,0,No,Home Office,9,1240,Bronze,Texas
TJ-10628,Male,45-54,Technology,3,Laptop,Email,1487.63,Debit Card,Yes,0.8,Yes,Consumer,8,707,Bronze,Florida
TJ-12403,Male,18-24,Home Supplies,15,Desktop,Social Media,1155.8544,PayPal,Yes,0.3,Yes,Corporate,1,3176,Platinum,Ohio
TJ-12741,Female,35-44,Home Supplies,13,Laptop,Social Media,1332.7054,Bank Transfer,No,0,No,Consumer,1,1431,Gold,California
TJ-16213,Female,18-24,Home Supplies,1,Laptop,Direct,888.112,Credit Card,Yes,0.3,No,Corporate,4,4987,Gold,Alabama
TJ-17758,Male,45-54,Furniture,13,Desktop,Social Media,1270.104,Debit Card,Yes,0.2,Yes,Home Office,9,1835,Bronze,New York
TJ-24074,Female,25-34,Furniture,7,Laptop,Social Media,1058.7298,Credit Card,No,0,No,Corporate,4,4352,Bronze,Texas
TJ-30211,Male,45-54,Technology,7,Desktop,Direct,918.9964,PayPal,Yes,0.5,No,Home Office,2,1977,Bronze,Texas
TJ-39978,Female,65+,Furniture,7,Desktop,Social Media,998.014,PayPal,Yes,0.3,No,Corporate,4,3696,Bronze,New York
TJ-46391,Male,35-44,Home Supplies,14,Desktop,Email,875.658,Bank Transfer,Yes,0.3,Yes,Corporate,4,4883,Bronze,Texas
TJ-47018,Female,65+,Home Supplies,15,Desktop,Direct,820.476,PayPal,Yes,0.3,Yes,Home Office,5,1633,Platinum,Alabama
TJ-49349,Female,18-24,Furniture,15,Desktop,Social Media,959.6997,PayPal,Yes,0.7,Yes,Corporate,1,4722,Silver,Alabama
TJ-58860,Female,25-34,Home Supplies,11,Laptop,Email,790.3225,Credit Card,Yes,0.2,Yes,Home Office,10,2456,Platinum,Alabama
TJ-69201,Female,55-64,Technology,7,Laptop,Direct,1308.8272,Credit Card,Yes,0.5,No,Consumer,6,282,Silver,Texas
TJ-71400,Female,45-54,Furniture,16,Laptop,Email,1869.3364,PayPal,Yes,0.8,Yes,Corporate,5,4399,Silver,Texas
TJ-74672,Female,25-34,Furniture,14,Laptop,Social Media,1251.3868,Debit Card,Yes,0.8,Yes,Corporate,5,3136,Gold,Alabama
TJ-74796,Female,65+,Home Supplies,9,Laptop,Email,2427.6495,PayPal,No,0,No,Consumer,10,1989,Gold,California
TJ-79314,Male,35-44,Home Supplies,3,Desktop,Direct,864.4581,PayPal,Yes,0.7,No,Home Office,6,1658,Gold,Alabama
TJ-81395,Male,65+,Furniture,18,Mobile,Search Engine,545.0537,Credit Card,Yes,0.2,Yes,Home Office,7,1356,Platinum,Florida
TJ-81732,Male,65+,Furniture,14,Tablet,Direct,998.0485,Credit Card,Yes,0.2,Yes,Corporate,2,4413,Silver,California
TJ-89195,Female,35-44,Furniture,8,Desktop,Direct,1106.9731,PayPal,No,0,No,Consumer,2,1949,Bronze,Alabama
TJ-93294,Male,45-54,Technology,4,Tablet,Search Engine,418.3173,Bank Transfer,Yes,0.1,No,Consumer,4,1376,Bronze,Florida
TJ-95168,Male,65+,Home Supplies,8,Tablet,Email,111.8548,Credit Card,No,0,No,Home Office,10,1287,Gold,Texas
TJ-97777,Female,45-54,Technology,18,Desktop,Direct,1800.202,Bank Transfer,No,0,No,Home Office,5,2809,Platinum,Ohio
TK-00696,Male,45-54,Home Supplies,10,Laptop,Social Media,1089.8464,Debit Card,No,0,No,Corporate,4,3986,Silver,New York
TK-02597,Female,18-24,Furniture,13,Mobile,Direct,776.152,Credit Card,No,0,No,Home Office,2,2525,Platinum,Ohio
TK-06848,Female,45-54,Furniture,11,Desktop,Social Media,813.0004,Bank Transfer,No,0,No,Consumer,7,475,Silver,Alabama
TK-11189,Female,18-24,Furniture,6,Desktop,Search Engine,786.848,PayPal,Yes,0.8,No,Consumer,2,1741,Gold,Ohio
TK-12418,Female,45-54,Technology,1,Laptop,Direct,1259.911,Credit Card,No,0,No,Home Office,10,2168,Bronze,Texas
TK-15707,Female,25-34,Home Supplies,5,Mobile,Email,337.768,Credit Card,Yes,0.2,Yes,Home Office,3,2216,Bronze,New York
